,time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class
7714,0,102,0,52,13,51,50,0,1
7715,0,81,4,36,0,44,44,0,1
7716,0,86,3,-24,-11,4,112,108,5
7717,0,95,0,50,-23,40,46,6,4
7718,0,80,0,34,-7,43,46,2,1
7719,0,93,0,2,-20,38,91,52,4
7720,-1,107,0,50,0,56,58,2,1
7721,0,83,0,30,-4,46,52,6,1
7722,3,77,0,46,1,31,31,0,1
7723,-1,77,0,-2,-24,40,80,40,1
7724,-64,80,0,34,0,43,46,2,3
7725,0,83,0,42,4,41,41,0,1
7726,0,77,0,-18,-11,40,95,54,1
7727,0,81,0,42,-14,38,40,2,1
7728,-2,92,0,44,0,48,48,0,1
7729,0,88,-29,46,-241,42,41,0,1
7730,0,98,0,46,8,42,51,10,4
7731,0,87,0,46,6,41,41,0,1
7732,-4,77,1,50,0,28,28,0,1
7733,0,86,-2,42,-16,43,45,2,1
7734,-3,86,0,42,-20,42,44,2,1
7735,0,86,0,44,19,42,42,0,1
7736,4,78,0,16,2,41,63,22,1
7737,0,83,0,28,0,46,54,8,1
7738,4,81,0,54,-3,25,27,2,1
7739,0,79,0,46,8,33,32,0,1
7740,2,88,-1,50,1,39,39,0,1
7741,0,79,0,18,-28,23,61,38,4
7742,0,84,-1,-40,8,4,125,120,5
7743,0,92,0,54,-15,36,38,2,1
7744,-2,104,0,20,-30,67,83,16,1
7745,-1,75,0,18,-18,38,57,18,1
7746,1,89,0,42,-26,45,48,2,1
7747,4,93,0,44,16,50,50,0,1
7748,0,106,-5,36,0,69,70,2,1
7749,-13,82,0,44,0,38,38,0,1
7750,0,79,0,56,11,23,22,0,1
7751,0,95,-7,42,11,40,54,14,4
7752,0,77,0,28,-10,40,48,8,1
7753,1,84,0,52,0,33,33,0,1
7754,-1,85,0,46,-7,37,39,2,1
7755,0,81,0,36,-13,44,45,2,1
7756,0,93,0,2,0,38,91,52,4
7757,1,81,0,-6,14,25,88,64,4
7758,0,81,0,36,0,45,45,0,1
7759,-26,88,0,44,0,44,44,0,1
7760,0,85,4,44,0,41,41,0,1
7761,0,85,0,46,4,39,39,0,1
7762,0,89,3,52,7,38,37,0,1
7763,3,82,0,52,0,29,30,0,1
7764,5,88,0,52,0,37,37,0,1
7765,-1,81,-6,44,-12,36,37,2,1
7766,0,74,0,30,2,37,43,6,1
7767,0,82,0,52,-9,29,30,2,1
7768,-1,88,0,56,0,31,31,0,1
7769,3,82,0,42,5,41,41,0,1
7770,0,89,0,42,-13,46,48,2,1
7771,0,83,0,0,13,47,83,36,1
7772,0,100,0,44,-13,54,56,2,1
7773,-1,86,0,54,-11,31,32,2,1
7774,1,80,0,8,11,43,72,30,1
7775,0,97,0,50,-29,41,48,6,4
7776,4,106,0,46,0,58,60,2,1
7777,5,83,0,46,23,37,36,0,1
7778,-2,97,5,44,6,53,53,0,1
7779,0,95,-7,54,0,40,41,2,1
7780,0,81,-6,42,0,38,40,2,1
7781,1,83,-1,38,0,42,44,2,1
7782,0,92,-2,18,7,55,74,20,1
7783,0,83,0,52,-3,30,31,0,1
7784,0,80,3,6,-20,43,75,32,1
7785,0,107,0,28,-18,70,78,8,1
7786,3,84,0,42,13,43,43,0,1
7787,1,87,1,52,0,35,35,0,1
7788,0,93,3,44,-1,37,49,12,4
7789,-1,86,-4,52,-4,35,35,0,1
7790,0,81,0,42,-10,38,40,2,1
7791,0,88,-6,42,0,46,46,0,1
7792,0,104,0,16,-6,67,89,22,1
7793,0,83,2,38,0,45,44,0,1
7794,5,80,0,44,0,35,36,2,1
7795,0,81,0,20,-2,44,60,16,1
7796,0,81,-2,46,0,34,34,0,1
7797,-2,84,0,46,-3,36,38,2,1
7798,5,93,-4,46,0,46,47,2,1
7799,0,80,0,34,26,43,46,2,1
7800,1,90,0,8,9,52,82,30,1
7801,1,78,0,46,10,32,32,0,1
7802,0,91,0,2,4,35,88,54,4
7803,0,81,0,42,30,41,40,0,1
7804,0,83,2,42,-5,39,41,2,1
7805,-4,79,0,38,0,41,41,0,1
7806,0,77,1,54,13,25,23,0,1
7807,0,77,0,46,15,32,31,0,1
7808,4,81,8,42,-12,38,40,2,1
7809,0,77,3,36,16,41,41,0,1
7810,1,88,0,50,6,39,39,0,1
7811,-1,78,-3,6,-9,22,73,50,4
7812,0,81,0,42,12,39,39,0,1
7813,4,81,0,42,0,39,40,2,1
7814,4,97,-1,50,-2,40,48,8,4
7815,-1,95,0,50,0,40,46,6,4
7816,0,79,0,10,-30,43,69,26,1
7817,0,92,0,24,3,54,69,14,1
7818,0,79,5,38,0,40,41,0,1
7819,0,96,-5,56,0,38,39,2,1
7820,0,97,6,46,0,41,51,10,4
7821,-1,88,0,46,0,42,42,0,1
7822,4,88,0,46,0,41,41,0,1
7823,3,78,0,46,0,30,32,2,1
7824,0,90,-4,36,0,52,53,2,1
7825,0,81,-1,38,-5,40,42,2,1
7826,0,78,0,30,1,41,47,6,1
7827,-4,86,-1,38,-13,45,47,2,1
7828,-5,77,0,42,0,35,35,0,1
7829,-1,80,0,52,0,27,28,0,1
7830,0,81,0,42,-12,37,39,2,1
7831,0,95,-1,12,-29,58,82,24,1
7832,-1,79,0,42,-18,35,37,2,1
7833,-2,86,0,44,-20,40,42,2,1
7834,0,92,0,54,4,36,38,2,1
7835,0,108,7,70,0,2,38,36,5
7836,0,86,0,42,-4,42,44,2,1
7837,-2,77,0,38,-30,36,38,2,1
7838,-1,77,0,42,0,35,36,2,1
7839,0,85,0,44,20,42,41,0,1
7840,0,83,0,46,7,37,36,0,1
7841,0,76,0,-12,-1,20,89,68,4
7842,-2,98,-3,38,-1,42,59,18,4
7843,0,81,-4,46,0,33,35,2,1
7844,-3,84,0,56,0,26,27,2,1
7845,0,95,0,10,0,58,85,28,1
7846,1,79,0,42,11,38,38,0,1
7847,0,105,0,30,-3,68,74,6,1
7848,-1,79,0,52,0,27,27,0,1
7849,-2,77,0,38,0,38,39,0,1
7850,0,76,0,46,8,31,30,0,1
7851,-36,91,0,2,0,47,88,42,3
7852,-2,77,0,44,4,33,33,0,1
7853,-5,106,0,50,0,57,57,0,1
7854,3,81,0,46,0,34,34,0,1
7855,0,81,1,44,16,37,37,0,1
7856,0,76,0,-14,-1,21,92,70,4
7857,2,86,0,50,0,37,37,0,1
7858,-1,79,0,24,-6,42,55,14,1
7859,0,78,2,8,-27,22,70,48,4
7860,0,83,0,44,-17,37,39,2,1
7861,0,86,0,44,-22,40,42,2,1
7862,0,81,0,20,-3,44,60,16,1
7863,2,84,0,50,22,35,35,0,1
7864,0,77,5,-12,-16,41,90,50,1
7865,0,97,0,52,30,41,46,4,4
7866,-44,79,2,0,0,34,79,44,3
7867,-4,77,0,26,0,22,52,30,4
7868,0,86,0,50,16,38,37,0,1
7869,-1,82,0,42,-29,38,41,2,1
7870,0,84,0,-20,5,4,105,102,5
7871,5,79,0,56,5,23,23,0,1
7872,-1,97,0,38,0,58,59,0,1
7873,1,76,3,38,0,37,37,0,1
7874,3,81,0,44,11,37,37,0,1
7875,0,88,0,46,2,42,41,0,1
7876,0,89,1,44,0,44,45,0,1
7877,0,86,0,-2,21,4,89,86,5
7878,3,99,5,46,0,43,52,10,4
7879,0,81,-1,-42,-22,5,125,120,5
7880,0,77,0,-10,-26,41,88,46,1
7881,2,95,0,50,23,47,46,0,1
7882,1,85,1,46,0,38,39,0,1
7883,2,77,0,42,18,36,36,0,1
7884,-3,79,0,46,23,33,32,0,1
7885,0,82,0,34,-9,45,48,2,1
7886,4,85,0,38,0,46,46,0,1
7887,2,81,0,54,-17,25,26,2,1
7888,0,93,0,30,5,55,62,8,1
7889,0,76,-3,46,-5,27,30,2,1
7890,0,78,0,6,-6,23,73,50,4
7891,0,95,0,18,0,58,77,18,1
7892,0,95,-1,42,-12,52,54,2,1
7893,-5,78,0,38,0,40,39,0,1
7894,0,82,-1,50,-3,31,33,2,1
7895,0,85,-3,46,-3,39,39,0,1
7896,-1,77,0,42,-10,34,36,2,1
7897,-1,104,0,24,1,67,80,14,1
7898,0,86,0,46,28,41,40,0,1
7899,0,91,0,0,-8,35,91,56,4
7900,-2,81,0,46,0,34,35,0,1
7901,0,81,0,10,-25,45,71,26,1
7902,0,79,3,10,-8,42,69,26,1
7903,0,76,2,38,0,36,37,2,1
7904,0,81,0,44,19,37,37,0,1
7905,0,104,0,26,4,67,78,12,1
7906,0,86,0,38,-10,46,48,2,1
7907,5,87,-1,46,0,40,41,0,1
7908,0,88,0,42,26,48,47,0,1
7909,-4,88,0,52,0,36,36,0,1
7910,4,78,0,46,1,32,32,0,1
7911,4,93,0,46,3,48,47,0,1
7912,0,77,0,-14,26,21,92,72,4
7913,0,81,4,46,0,34,34,0,1
7914,0,96,0,52,9,41,44,4,4
7915,0,90,0,30,12,53,59,6,1
7916,1,76,-2,-14,31,21,92,70,4
7917,0,88,-2,44,25,45,44,0,1
7918,-5,88,0,46,14,43,42,0,1
7919,0,78,0,42,-18,22,37,14,4
7920,4,103,2,70,-3,1,33,32,5
7921,4,86,0,-40,4,4,128,124,5
7922,0,95,0,46,-5,47,49,2,1
7923,0,77,0,-20,17,21,97,76,4
7924,0,96,0,50,-12,40,47,6,4
7925,1,106,1,72,7,1,33,32,5
7926,-3,81,3,38,0,42,43,0,1
7927,0,104,0,36,-19,67,68,2,1
7928,0,88,0,-2,-13,3,90,88,5
7929,5,86,0,56,0,30,30,0,1
7930,0,76,0,36,14,39,40,2,1
7931,0,76,-2,-22,-5,21,99,78,4
7932,1,102,0,52,7,51,50,0,1
7933,0,77,0,8,15,40,69,30,1
7934,0,104,-2,18,-6,67,86,20,1
7935,-4,83,0,42,-18,39,41,2,1
7936,0,87,-6,42,-8,43,46,2,1
7937,0,96,-4,50,0,41,47,6,4
7938,0,79,0,18,-8,23,61,38,4
7939,1,83,0,44,0,39,39,0,1
7940,0,76,0,38,29,38,37,0,1
7941,-2,87,1,54,0,32,33,0,1
7942,0,106,0,44,27,62,62,0,1
7943,-2,85,0,50,0,36,36,0,1
7944,0,78,0,18,-2,41,60,18,1
7945,0,78,0,16,1,41,63,22,1
7946,0,86,-2,-40,1,4,128,124,5
7947,0,77,0,16,-16,41,62,22,1
7948,-1,77,0,26,-14,22,52,30,4
7949,2,97,0,54,0,40,42,2,1
7950,0,77,0,20,8,22,57,36,4
7951,5,77,0,-22,0,21,100,78,4
7952,-2,79,0,36,0,42,43,0,1
7953,0,84,0,56,-5,25,27,2,1
7954,2,95,-2,50,0,41,46,6,4
7955,1,79,0,44,1,35,35,0,1
7956,0,95,0,42,24,40,54,14,4
7957,-3,83,0,38,-1,42,44,2,1
7958,-1,80,0,46,-1,32,34,2,1
7959,0,104,6,28,0,67,76,8,1
7960,0,86,-7,54,-30,30,32,2,1
7961,3,81,0,38,-23,39,42,2,1
7962,0,76,0,28,15,39,47,8,1
7963,5,83,0,44,-23,37,39,2,1
7964,1963,88,0,44,0,9,44,34,6
7965,0,76,0,36,-29,39,40,2,1
7966,0,77,-2,44,-3,32,33,0,1
7967,0,75,1,20,-4,38,54,16,1
7968,0,87,4,54,0,32,33,0,1
7969,3,88,0,54,3,35,34,0,1
7970,0,78,0,10,-7,41,68,26,1
7971,0,80,0,2,-7,43,77,34,1
7972,0,97,2,44,2,53,53,0,1
7973,5,81,0,46,16,35,35,0,1
7974,0,88,-1,2,-4,3,86,82,5
7975,-1,82,-3,36,-26,45,46,2,1
7976,1,83,0,42,6,42,42,0,1
7977,4,83,5,38,-4,42,44,2,1
7978,0,93,0,44,-1,48,50,2,1
7979,0,84,0,52,18,33,33,0,1
7980,1,81,0,52,0,28,29,0,1
7981,1,75,0,42,4,34,34,0,1
7982,0,90,0,50,-19,38,41,2,1
7983,0,83,1,8,-1,47,75,28,1
7984,0,82,0,16,13,45,66,22,1
7985,0,76,0,24,11,39,52,14,1
7986,5,88,-2,44,9,44,44,0,1
7987,0,81,2,46,6,35,34,0,1
7988,0,80,0,46,14,34,34,0,1
7989,2,79,0,42,0,38,38,0,1
7990,0,80,0,46,1,34,34,0,1
7991,-4,106,0,42,0,63,64,2,1
7992,-3,88,2,46,0,41,41,0,1
7993,3,83,0,50,5,34,34,0,1
7994,0,95,-4,54,-29,40,41,2,1
7995,2,111,0,60,-1,50,52,2,1
7996,5,77,0,36,0,40,41,2,1
7997,0,76,8,20,0,39,55,16,1
7998,0,102,0,72,2,1,29,28,5
7999,0,78,0,46,-13,30,32,2,1
8000,0,96,0,50,1,40,47,6,4
8001,5,81,0,-20,0,25,102,76,4
8002,0,90,0,52,14,38,38,0,1
8003,5,77,0,38,0,39,39,0,1
8004,-2,86,0,44,-16,40,42,2,1
8005,0,81,0,52,0,30,30,0,1
8006,0,95,0,8,-29,58,87,30,1
8007,-1,88,-1,44,12,43,44,2,1
8008,1,78,0,46,0,32,32,0,1
8009,0,93,-7,12,0,56,81,24,1
8010,-4,86,0,38,0,48,48,0,1
8011,0,80,0,18,-27,43,62,18,1
8012,-5,82,4,38,0,43,43,0,1
8013,0,76,0,42,-17,32,34,2,1
8014,-1,104,0,16,-26,67,88,22,1
8015,3,113,0,64,0,47,48,2,1
8016,0,95,5,52,0,40,44,4,4
8017,0,93,0,12,19,56,81,24,1
8018,0,88,8,52,-2,36,37,0,1
8019,0,84,5,52,3,32,32,0,1
8020,0,93,1,26,1,55,67,12,1
8021,0,78,0,20,-4,41,57,16,1
8022,1,78,0,42,2,37,37,0,1
8023,0,76,0,-12,8,20,89,68,4
8024,-1,86,-3,-4,0,3,92,88,5
8025,2,81,8,-4,0,25,86,62,4
8026,-4,84,0,46,0,37,38,2,1
8027,0,79,0,10,8,42,68,26,1
8028,0,96,1,46,0,40,50,10,4
8029,0,95,0,24,12,58,72,14,1
8030,-2,83,0,52,-1,31,32,0,1
8031,0,84,0,42,20,44,43,0,1
8032,0,80,-4,34,-2,43,46,2,1
8033,0,95,0,50,-5,40,46,6,4
8034,0,83,5,-40,14,5,125,120,5
8035,2,84,0,54,0,30,30,0,1
8036,-3,83,0,44,1,39,39,0,1
8037,0,84,0,50,1,35,35,0,1
8038,0,79,0,2,15,42,76,34,1
8039,0,84,0,-12,30,3,97,94,5
8040,0,82,0,18,-3,45,64,18,1
8041,-2,86,0,42,0,44,44,0,1
8042,0,97,-1,52,11,41,45,4,4
8043,0,79,0,6,-5,42,74,32,1
8044,0,90,4,36,0,53,54,2,1
8045,0,79,0,24,-4,43,56,14,1
8046,5,86,0,46,0,38,39,2,1
8047,0,79,0,6,-19,43,74,32,1
8048,0,84,-6,46,0,37,38,0,1
8049,0,79,-1,52,0,28,28,0,1
8050,0,82,0,-42,-15,26,126,100,4
8051,1,83,0,46,0,37,37,0,1
8052,3,79,0,42,0,36,37,2,1
8053,-38,107,0,68,-12,13,40,26,3
8054,-5,95,0,46,0,47,49,2,1
8055,0,83,0,-42,24,4,127,122,5
8056,0,83,3,46,0,35,37,2,1
8057,0,96,0,16,-27,59,81,22,1
8058,0,77,0,26,0,21,51,30,4
8059,0,87,-3,52,2,36,35,0,1
8060,0,81,1,10,0,45,71,26,1
8061,0,77,0,52,14,26,25,0,1
8062,0,89,1,38,0,49,50,2,1
8063,-4,76,0,38,15,39,37,0,1
8064,0,77,0,-20,9,21,97,76,4
8065,0,79,1,-6,0,42,86,44,1
8066,-5,88,0,44,-18,42,44,2,1
8067,0,81,2,46,-11,33,35,2,1
8068,0,83,0,54,31,30,28,0,1
8069,0,85,0,44,12,41,41,0,1
8070,5,86,0,38,0,47,47,0,1
8071,0,83,0,42,-10,40,42,2,1
8072,0,76,0,26,8,39,50,10,1
8073,-1,78,0,46,-24,29,32,2,1
8074,0,76,0,44,-20,31,32,2,1
8075,0,82,0,54,-2,26,28,2,1
8076,-2,77,0,46,-2,29,31,2,1
8077,4,77,0,44,22,34,34,0,1
8078,0,106,1,50,0,56,57,0,1
8079,2,76,0,20,0,39,55,16,1
8080,-1,91,0,6,0,53,86,32,1
8081,0,81,0,42,29,41,40,0,1
8082,0,76,0,30,5,39,45,6,1
8083,-4,86,0,52,-1,33,34,0,1
8084,0,85,0,56,12,29,28,0,1
8085,-4,77,0,20,0,41,57,16,1
8086,-4,76,0,28,0,39,47,8,1
8087,0,85,0,42,-18,42,44,2,1
8088,0,104,0,18,15,67,86,18,1
8089,0,76,0,42,12,35,34,0,1
8090,0,88,-1,46,-7,42,41,0,1
8091,0,77,0,0,14,21,77,56,4
8092,0,76,0,-4,58,20,81,62,4
8093,0,95,0,42,-5,40,54,14,4
8094,0,100,0,42,11,59,59,0,1
8095,0,79,7,16,14,42,63,22,1
8096,0,86,0,42,9,46,45,0,1
8097,0,76,0,30,-12,39,45,6,1
8098,-1,98,5,46,-14,42,51,10,4
8099,-4,81,0,46,1,35,34,0,1
8100,0,96,0,52,27,41,44,4,4
8101,-4,104,0,72,12,1,32,30,5
8102,0,89,2,44,-22,43,45,2,1
8103,0,81,0,56,25,25,24,0,1
8104,0,88,1,46,5,42,41,0,1
8105,0,81,0,46,13,35,35,0,1
8106,0,86,0,50,-7,35,37,2,1
8107,0,76,0,-6,31,20,84,64,4
8108,5,82,-2,46,0,36,35,0,1
8109,-1,87,1,50,0,37,38,0,1
8110,0,79,0,36,7,43,43,0,1
8111,0,81,0,52,-29,28,30,2,1
8112,1,81,0,54,-18,25,26,2,1
8113,0,81,6,-2,0,44,84,40,1
8114,0,83,0,56,0,26,26,0,1
8115,0,96,0,42,-10,41,55,14,4
8116,0,108,7,50,0,58,58,0,1
8117,0,86,0,50,22,38,37,0,1
8118,1,85,6,44,0,40,41,2,1
8119,0,75,0,28,18,38,46,8,1
8120,0,80,0,38,13,43,41,0,1
8121,0,76,1,26,8,39,50,12,1
8122,0,87,-1,46,-2,40,41,0,1
8123,0,89,-2,38,-14,48,50,2,1
8124,0,95,-6,46,0,48,48,0,1
8125,1,77,-1,42,0,35,35,0,1
8126,0,106,0,34,-6,69,72,4,1
8127,0,83,0,46,19,37,36,0,1
8128,0,92,0,10,9,37,82,46,4
8129,0,80,0,6,-11,43,75,32,1
8130,0,97,7,50,-3,41,48,6,4
8131,1,85,6,42,-19,41,44,2,1
8132,0,106,-2,46,-17,57,59,2,1
8133,-1,77,-3,44,-36,32,34,2,1
8134,0,75,-6,24,0,38,52,14,1
8135,5,96,0,42,0,53,55,2,1
8136,1,83,0,44,17,39,39,0,1
8137,-2,79,0,46,25,34,33,0,1
8138,0,90,0,54,-3,34,35,2,1
8139,-3,85,0,44,0,40,41,2,1
8140,0,81,0,54,61,27,26,0,1
8141,0,76,-1,30,-3,39,45,6,1
8142,1,88,3,46,18,42,41,0,1
8143,1,91,0,54,0,37,37,0,1
8144,-1,86,0,46,0,40,40,0,1
8145,-1,83,0,50,-1,32,34,2,1
8146,0,78,-1,0,0,23,78,56,4
8147,-1,76,0,44,-21,31,32,2,1
8148,0,77,0,-18,-9,21,95,74,4
8149,-1,84,-1,46,-1,38,38,0,1
8150,-3,97,0,44,-24,41,53,12,4
8151,0,75,0,30,17,38,44,6,1
8152,0,90,0,30,-11,53,59,6,1
8153,0,77,1,36,9,40,41,0,1
8154,-1,76,0,38,0,36,37,0,1
8155,3,83,1,38,-6,42,44,2,1
8156,0,90,0,46,0,41,43,2,1
8157,0,79,0,12,5,23,66,42,4
8158,0,80,0,34,7,43,46,2,1
8159,1,86,0,46,-17,38,40,2,1
8160,0,86,0,44,19,42,42,0,1
8161,0,81,0,42,3,40,40,0,1
8162,0,105,1,20,-6,68,84,16,1
8163,0,78,3,38,-19,37,39,2,1
8164,0,82,0,34,29,45,48,2,1
8165,0,80,0,36,6,43,44,2,1
8166,-1,106,0,34,-15,68,72,4,1
8167,0,78,0,8,-17,22,70,48,4
8168,-1,89,0,2,-1,4,86,82,5
8169,1,83,0,56,0,26,26,0,1
8170,0,84,2,50,-22,33,35,2,1
8171,-5,77,0,44,0,32,33,2,1
8172,0,85,0,44,19,41,41,0,1
8173,0,80,0,30,-14,43,49,6,1
8174,0,83,0,42,25,42,41,0,1
8175,-1,107,-8,26,0,70,81,12,1
8176,0,78,0,8,6,41,70,30,1
8177,4,74,-16,-2,5,19,76,58,4
8178,0,79,5,38,0,41,41,0,1
8179,0,79,1,46,22,34,33,0,1
8180,0,77,0,-6,18,21,85,64,4
8181,0,82,0,-4,-11,45,87,42,1
8182,5,84,-3,42,-10,41,43,2,1
8183,-2,96,0,52,-7,41,44,4,4
8184,-1,83,-1,44,-2,38,39,0,1
8185,92,80,0,34,0,23,46,24,2
8186,0,84,-1,46,14,39,38,0,1
8187,0,86,0,50,32,37,37,0,1
8188,0,95,8,52,0,40,44,4,4
8189,0,96,0,54,-18,40,42,2,1
8190,0,81,6,28,0,45,53,8,1
8191,1,77,0,46,-6,29,31,2,1
8192,-2,81,-3,42,-5,37,39,2,1
8193,0,83,-1,56,0,26,26,0,1
8194,0,88,4,52,6,36,36,0,1
8195,1,108,1,72,10,1,36,34,5
8196,0,77,0,50,2,28,28,0,1
8197,0,79,0,44,18,36,35,0,1
8198,4,83,5,-42,-17,4,126,122,5
8199,4,95,0,46,4,39,49,10,4
8200,0,97,0,46,25,41,51,10,4
8201,0,77,0,-20,-24,41,98,58,1
8202,0,77,0,18,-13,22,59,38,4
8203,0,78,0,16,13,42,63,22,1
8204,0,99,0,50,13,43,49,6,4
8205,-1,77,-3,44,-5,32,33,0,1
8206,5,87,0,50,4,38,38,0,1
8207,0,98,0,50,-27,42,49,6,4
8208,0,76,0,44,28,33,32,0,1
8209,-5,79,0,26,0,23,53,30,4
8210,0,76,0,26,-24,40,50,10,1
8211,0,79,3,42,-8,35,37,2,1
8212,0,106,0,34,-24,69,72,4,1
8213,0,79,0,12,24,42,66,24,1
8214,-1,80,-1,38,0,41,41,0,1
8215,0,83,0,16,4,46,67,22,1
8216,-3,99,0,50,1,43,49,6,4
8217,0,78,0,2,16,41,75,34,1
8218,0,91,-3,-4,6,35,96,60,4
8219,0,87,0,44,15,44,43,0,1
8220,0,81,4,-2,0,44,84,40,1
8221,5,78,0,50,-8,27,29,2,1
8222,0,79,-1,0,0,42,79,36,1
8223,0,77,0,42,5,36,36,0,1
8224,1,95,-3,50,0,40,46,6,4
8225,0,88,5,54,0,34,33,0,1
8226,-66,77,0,20,0,40,57,16,3
8227,0,81,0,44,-29,35,37,2,1
8228,0,88,0,44,18,44,44,0,1
8229,0,83,-3,46,-13,34,37,2,1
8230,3,80,-1,42,0,38,39,2,1
8231,0,79,0,52,-4,26,27,2,1
8232,-3,83,4,38,0,44,44,0,1
8233,0,76,0,26,11,39,50,12,1
8234,0,76,0,20,-15,39,55,16,1
8235,-39,107,0,64,-11,19,42,24,3
8236,-1,84,0,46,-28,36,38,2,1
8237,4,82,3,56,0,24,25,0,1
8238,0,86,1,46,7,40,39,0,1
8239,0,106,-2,30,0,69,75,6,1
8240,0,86,0,38,8,48,47,0,1
8241,5,78,-1,42,0,35,37,2,1
8242,0,79,0,12,-1,23,66,42,4
8243,5,84,0,56,0,26,27,2,1
8244,3,81,1,52,0,29,30,0,1
8245,0,95,0,36,-30,40,59,20,4
8246,-1,81,0,-40,0,4,123,118,5
8247,0,86,0,60,24,28,27,0,1
8248,1,83,-1,38,0,44,44,0,1
8249,-3,85,0,54,0,31,31,0,1
8250,0,78,0,-4,2,41,83,42,1
8251,0,76,0,44,-2,31,32,2,1
8252,0,76,-2,-12,-13,21,89,68,4
8253,2,106,-1,36,0,69,70,0,1
8254,0,77,0,54,0,22,23,0,1
8255,0,86,0,36,-19,48,50,2,1
8256,-3,84,0,52,0,32,32,0,1
8257,0,96,7,44,0,41,52,12,4
8258,5,98,4,50,9,42,49,6,4
8259,0,92,-3,46,0,36,45,8,4
8260,0,94,0,10,16,57,84,28,1
8261,1,81,-2,54,0,26,26,0,1
8262,0,97,1,54,0,40,42,2,1
8263,1,87,1,46,0,41,41,0,1
8264,0,78,0,44,0,23,34,12,4
8265,0,77,0,-10,18,21,87,66,4
8266,0,79,0,12,-8,43,66,24,1
8267,-3,77,0,46,21,31,30,0,1
8268,-5,106,0,42,0,64,64,0,1
8269,0,78,-18,42,0,36,37,2,1
8270,0,86,0,56,23,31,30,0,1
8271,4,107,5,42,0,65,66,0,1
8272,0,86,-1,46,23,40,39,0,1
8273,0,95,0,46,-1,47,49,2,1
8274,1,93,0,28,1,55,64,10,1
8275,0,86,0,54,-12,30,32,2,1
8276,-2,76,-2,38,0,36,37,2,1
8277,2,77,0,28,0,40,48,8,1
8278,0,82,0,44,24,39,38,0,1
8279,-1,81,-1,42,-30,37,39,2,1
8280,0,88,-7,42,0,45,47,2,1
8281,-2,86,0,44,10,42,42,0,1
8282,0,77,0,34,-23,40,43,2,1
8283,0,78,0,-6,-3,41,86,44,1
8284,0,79,0,18,-12,23,61,38,4
8285,-3,85,0,52,-27,32,33,2,1
8286,0,108,5,46,0,61,62,0,1
8287,0,76,0,-12,9,20,89,68,4
8288,0,77,0,16,6,40,61,22,1
8289,1,77,0,50,0,26,28,2,1
8290,0,95,0,44,-17,40,51,12,4
8291,0,82,2,-10,0,26,92,66,4
8292,6,79,0,42,0,25,37,12,4
8293,1,75,0,42,8,34,34,0,1
8294,1,82,0,42,0,39,41,2,1
8295,0,77,0,-6,0,41,85,44,1
8296,0,79,7,42,0,36,38,2,1
8297,0,87,0,44,11,43,43,0,1
8298,0,81,0,24,-5,45,58,14,1
8299,-5,86,0,44,16,43,42,0,1
8300,-1,80,-1,36,0,43,44,0,1
8301,0,82,0,-36,-17,26,118,92,4
8302,-2,83,0,42,1,42,42,0,1
8303,0,80,-2,42,-2,37,39,2,1
8304,0,96,2,42,-3,41,55,14,4
8305,-2,79,0,54,-3,23,24,2,1
8306,0,81,4,44,22,37,37,0,1
8307,0,96,-2,50,-5,40,47,6,4
8308,0,96,0,18,0,59,78,18,1
8309,0,106,-1,70,-1,1,36,36,5
8310,0,79,0,16,-9,23,63,40,4
8311,0,94,0,16,15,57,79,22,1
8312,-5,104,0,38,0,67,66,0,1
8313,-3,86,0,56,3,31,30,0,1
8314,-1,98,0,46,0,42,51,10,4
8315,0,77,0,38,9,39,38,0,1
8316,0,108,3,70,0,2,38,36,5
8317,-2,78,-1,46,0,31,32,0,1
8318,4,78,0,16,-2,22,63,40,4
8319,0,104,-5,24,0,67,81,14,1
8320,0,79,0,16,29,23,63,40,4
8321,-1,75,0,36,-13,37,39,2,1
8322,-5,108,-3,72,4,1,36,34,5
8323,0,85,3,46,19,40,39,0,1
8324,0,80,0,24,-14,43,57,14,1
8325,0,84,-1,50,18,36,35,0,1
8326,0,92,0,54,-2,36,38,2,1
8327,0,80,2,34,0,43,46,2,1
8328,0,81,0,50,-27,29,32,2,1
8329,0,83,0,50,13,34,34,0,1
8330,0,81,0,-14,2,25,97,72,4
8331,0,75,0,34,10,38,41,4,1
8332,0,78,0,-2,-27,42,81,40,1
8333,0,84,-1,42,-4,41,43,2,1
8334,0,81,0,46,16,36,35,0,1
8335,0,74,0,34,1,37,41,4,1
8336,0,97,-3,52,0,41,45,4,4
8337,-3,85,0,-40,4,4,126,122,5
8338,0,79,0,8,11,42,71,28,1
8339,0,77,0,-28,-9,22,106,84,4
8340,-1,81,0,54,1,28,26,0,1
8341,-2,77,0,44,1,34,34,0,1
8342,2,95,-4,50,0,46,46,0,1
8343,0,78,-4,6,0,22,73,50,4
8344,0,86,0,38,-5,46,48,2,1
8345,0,87,0,42,-19,44,46,2,1
8346,5,86,0,44,14,43,42,0,1
8347,5,80,0,52,0,27,28,2,1
8348,0,84,3,-24,6,4,110,106,5
8349,2,105,0,38,22,67,66,0,1
8350,0,88,-1,2,-3,3,86,82,5
8351,0,107,-5,36,0,69,71,2,1
8352,0,102,-5,70,-3,1,33,32,5
8353,0,77,0,-28,-26,22,106,84,4
